game_id,Date,tournament,speed,opening,color,rating,opponent_rating,game_ending,winner,analysis,accuracy,inaccuracy,mistake,blunder
XNOma6uq,06/16/2022,False,blitz,Modern Defense,black,1979,1997,timeout,white,,,,,
cMh2HOGq,06/16/2022,False,blitz,King's Indian Defense: Makogonov Variation,white,1987,1877,resign,black,,,,,
IsJ6pkXL,06/16/2022,False,blitz,Pirc Defense,black,1993,1971,resign,white,,,,,
UyKGryji,06/15/2022,False,blitz,Queen's Gambit Declined: Modern Variation,white,1998,2033,mate,black,,,,,
Qu5GF7Ro,06/15/2022,False,blitz,"Lion Defense: Anti-Philidor, Lion's Cave",black,2006,1872,outoftime,white,33 75 40 63 74 72 81 81 8 0 30 21 25 5 24 39 30 70 17 257 236 302 -1 -11 -135 -163 -153 -62 -80 -63 -72 -83 -117 -92 -147 -137 -346 -85 -116 -20 -35 19 -65 -67 -87 -66 -156 -155 -175 -175 -153 -167 -284 -14 -129 -33 -49 -36 -96 -80 -44 50 61 50 47 46 -593 -560 -585 -313 -720 -755 -845 -877 -973 -966 -1006 -1000 -1860 -1051 -1096 -657 -628 -552 -716 -672 -945 -812 -1018 ,55.0,4.0,1.0,3.0
jkEoyiXr,06/15/2022,False,blitz,"Grünfeld Defense: Exchange Variation, Spassky Variation",white,2002,1875,outoftime,white,,,,,
ZK7u2HtP,06/15/2022,False,blitz,Modern Defense,black,1998,1879,mate,black,,,,,
tz1ujRcJ,06/15/2022,False,blitz,Queen's Gambit Declined: Ragozin Defense,white,1993,1997,mate,white,,,,,
rZt1n8tG,06/15/2022,False,blitz,"King's Indian Defense: Fianchetto Variation, Delayed Fianchetto",black,1998,2012,outoftime,white,,,,,
5B3O30Jc,06/15/2022,False,blitz,Benko Gambit: Zaitsev System,white,1991,2101,resign,white,,,,,
gez1LC7m,06/15/2022,False,blitz,Pirc Defense,black,1997,1969,resign,white,,,,,
nD9inP8J,06/15/2022,False,blitz,Modern Defense,black,2003,1976,mate,white,,,,,
CMUs4rAJ,06/15/2022,False,blitz,Modern Defense,black,1997,1985,resign,black,,,,,
8Yrd9JYK,06/15/2022,False,blitz,Slav Defense: Exchange Variation,white,1992,1991,outoftime,white,,,,,
xNbsA3cg,06/15/2022,False,blitz,Semi-Slav Defense: Accelerated Move Order,white,1986,1994,outoftime,white,,,,,
Dp9n1zy5,06/15/2022,False,blitz,"Lion Defense: Anti-Philidor, Lion's Cave",black,1992,1986,outoftime,white,,,,,
TMmk53ky,06/15/2022,False,blitz,Modern Defense,black,1998,1977,outoftime,white,,,,,
RZv69W7X,06/15/2022,False,blitz,Pirc Defense,black,1992,1992,mate,black,,,,,
WLBvnQRd,06/15/2022,False,blitz,Semi-Slav Defense,white,1986,1998,mate,white,,,,,
GHoqlN5C,06/15/2022,False,blitz,Pirc Defense,black,1992,1987,resign,white,,,,,
sbWLmoAE,06/15/2022,False,blitz,Queen's Gambit Accepted: Old Variation,white,1997,2042,outoftime,black,,,,,
kEu5JvF9,06/15/2022,False,blitz,Modern Defense,black,1991,1987,resign,black,,,,,
Ke8bIWKx,06/15/2022,False,blitz,Benko Gambit: Zaitsev System,white,1997,1994,outoftime,black,,,,,
YU20yh3x,06/15/2022,False,blitz,Queen's Gambit Declined: Pseudo-Tarrasch Variation,white,1992,1944,mate,white,,,,,
n2eyooSH,06/15/2022,False,blitz,Pirc Defense,black,1986,1997,mate,black,,,,,
6HJEVcYE,06/15/2022,False,blitz,Queen's Gambit Declined: Chigorin Defense,white,1987,1957,draw,,,,,,
hD7OUq7n,06/15/2022,False,blitz,English Opening: Great Snake Variation,black,1980,2057,resign,black,23 44 13 33 0 42 19 55 0 50 44 81 59 116 53 136 46 68 65 103 83 106 14 29 -41 115 -377 -360 -398 -389 -470 -422 -480 -451 -522 -389 -662 -501 -553 -509 -629 -593 -613 -592 -612 -608 -610 -614 -751 -701 -852 -823 ,45.0,4.0,1.0,0.0
csIC9zpB,06/15/2022,False,blitz,Benoni Defense: Pawn Storm Variation,white,1974,1980,resign,white,,,,,
9RvRSv70,06/15/2022,False,blitz,Philidor Defense: Lion Variation,black,1967,2040,outoftime,black,,,,,
HEpQlBnQ,06/15/2022,False,blitz,Old Indian Defense,white,1961,1979,mate,white,,,,,
exLlMxbb,06/14/2022,False,blitz,Modern Defense,black,1967,1965,mate,white,,,,,
nt8pXOGz,06/14/2022,False,blitz,King's Indian Defense: Kramer Variation,white,1973,1958,outoftime,black,,,,,
Xjl9rAZA,06/14/2022,False,blitz,Queen's Gambit Declined,white,1967,1957,resign,white,,,,,
9G4XSCdf,06/14/2022,False,blitz,Pirc Defense: Roscher Gambit,black,1973,1940,mate,white,,,,,
KQ8l3kgQ,06/14/2022,False,blitz,Queen's Gambit Declined,white,1980,1945,outoftime,black,,,,,
nqQpOOR3,06/14/2022,False,blitz,Modern Defense,black,1974,1950,outoftime,black,,,,,
p8CXZq5M,06/14/2022,False,blitz,Benoni Defense: Old Benoni,white,1980,2007,resign,black,,,,,
hk8VNrdT,06/14/2022,False,blitz,Queen's Gambit Accepted: Old Variation,white,1979,2038,outoftime,,,,,,
YIDMSh0Q,06/14/2022,False,blitz,French Defense: Knight Variation,black,1983,2033,resign,white,,,,,
5QwpvpAF,06/14/2022,False,blitz,Queen's Gambit Declined: Orthodox Defense,white,1977,2040,resign,white,,,,,
vPo0r7Px,06/14/2022,False,blitz,Modern Defense,black,1970,2047,resign,black,,,,,
8R72UCIz,06/14/2022,False,blitz,King's Indian Defense: Makogonov Variation,white,1974,2046,resign,black,,,,,
ALNNYNFz,06/14/2022,False,blitz,Queen's Gambit Declined: Queen's Knight Variation,white,1980,1970,resign,black,,,,,
TJar3iMM,06/14/2022,False,blitz,Pirc Defense,black,1985,2032,outoftime,white,,,,,
ZwNjAEQr,06/14/2022,False,blitz,King's Indian Defense: Normal Variation,white,1980,1956,outoftime,white,,,,,
nu6sT7mT,06/14/2022,False,blitz,Modern Defense,black,1974,1984,resign,black,,,,,
gMTOJvu4,06/14/2022,False,blitz,Modern Defense,black,1980,1962,mate,white,,,,,
mP3ybrqx,06/14/2022,False,blitz,English Defense,white,1973,2043,outoftime,white,,,,,
54npClAn,06/14/2022,False,blitz,Pirc Defense,black,1967,1989,outoftime,black,,,,,
w7OSneCM,06/14/2022,False,blitz,Queen's Gambit Declined,white,1973,1963,outoftime,black,,,,,
JztAvtdT,06/14/2022,False,blitz,Englund Gambit Complex: Englund Gambit,white,1979,1945,outoftime,black,,,,,
uEe2OiV6,06/14/2022,False,blitz,Pirc Defense,black,1974,1948,resign,black,,,,,
TJRjDCAF,06/14/2022,False,blitz,Englund Gambit Complex: Soller Gambit,white,1968,1967,mate,white,,,,,
SpUkOm1p,06/14/2022,False,blitz,Russian Game: Italian Variation,black,1974,1959,outoftime,white,,,,,
HU2QK1KV,06/14/2022,False,blitz,King's Indian Defense: Zinnowitz Variation,black,1969,1954,resign,black,,,,,
Zhjx8F2q,06/14/2022,False,blitz,Englund Gambit Complex: Englund Gambit,white,1963,1960,resign,white,,,,,
pLjVe3N6,06/14/2022,False,blitz,Philidor Defense: Lion Variation,black,1957,1965,resign,black,,,,,
O7UdqYY5,06/14/2022,False,blitz,French Defense: Knight Variation,black,1963,1981,outoftime,white,,,,,
cDfo0Lxu,06/14/2022,False,blitz,"Grünfeld Defense: Exchange Variation, Classical Variation",white,1968,1975,resign,black,,,,,
PBxBEGLG,06/14/2022,False,blitz,Pirc Defense,black,1974,1970,outoftime,white,,,,,
skNNzJBK,06/14/2022,False,blitz,"Grünfeld Defense: Exchange Variation, Spassky Variation",white,1974,1970,draw,,,,,,
t1V17EhA,06/13/2022,False,blitz,Queen's Gambit Declined: Semi-Tarrasch Defense,white,1980,1974,mate,black,,,,,
v8V1lh9A,06/13/2022,False,blitz,Queen's Pawn Game,white,1974,1975,outoftime,white,,,,,
qAGmD7yA,06/13/2022,False,blitz,Modern Defense,black,1980,2003,resign,white,,,,,
EyvElb8e,06/13/2022,False,blitz,Russian Game: Three Knights Game,black,1985,1998,outoftime,white,,,,,
EDtIjjNr,06/13/2022,False,blitz,Modern Defense: Standard Defense,black,1990,2064,resign,white,,,,,
r0u5eCEO,06/13/2022,False,blitz,Queen's Gambit Declined: Marshall Defense,white,1994,2056,outoftime,black,,,,,
32q7uMFn,06/13/2022,False,blitz,Indian Defense: Budapest Defense,white,1999,2051,resign,black,,,,,
looN6IEu,06/13/2022,False,blitz,"Lion Defense: Anti-Philidor, Lion's Cave",black,2004,2047,outoftime,white,,,,,
t5daPaD8,06/13/2022,False,blitz,Rat Defense: Harmonist,black,2010,2016,outoftime,white,,,,,
eCK0jRsK,06/13/2022,False,blitz,Queen's Gambit Declined: Austrian Defense,white,2016,2011,outoftime,black,,,,,
cbEK7ElB,06/12/2022,False,blitz,Modern Defense,black,2021,2041,resign,white,,,,,
zBPuJGCd,06/12/2022,False,blitz,Modern Defense: Three Pawns Attack,black,2027,1986,resign,white,,,,,
aCdO2CsC,06/12/2022,False,blitz,Englund Gambit Complex: Englund Gambit,white,2021,2060,outoftime,white,,,,,
8eJplTxN,06/12/2022,False,blitz,Modern Defense: Pseudo-Austrian Attack,black,2027,2017,resign,white,,,,,
xPRomM2I,06/12/2022,False,blitz,Nimzo-Indian Defense: Spielmann Variation,white,2021,2032,resign,white,,,,,
BDJ0mHHH,06/12/2022,False,blitz,Bogo-Indian Defense: Exchange Variation,white,2028,1948,outoftime,black,,,,,
lrHWlAJi,06/12/2022,False,blitz,Russian Game: Paulsen Attack,black,2023,1953,resign,black,,,,,
02hTbH5O,06/12/2022,False,blitz,Russian Game: Classical Attack,black,2029,2051,outoftime,white,,,,,
rNvx2JOh,06/12/2022,False,blitz,Hungarian Opening,black,2035,2015,resign,white,,,,,
TC8uvieY,06/12/2022,False,blitz,Philidor Defense: Lion Variation,black,2040,2040,outoftime,white,,,,,
rzw5HPsU,06/12/2022,False,blitz,Benoni Defense: King's Pawn Line,white,2034,2046,resign,white,,,,,
Ys1efUVB,06/12/2022,False,blitz,Queen's Gambit Declined: Marshall Defense,white,2041,1970,outoftime,black,,,,,
oATI0zOH,06/12/2022,False,blitz,Russian Game: Nimzowitsch Attack,black,2036,2024,resign,black,33 12 19 50 34 37 35 25 22 13 27 25 19 22 22 46 17 64 55 103 97 102 37 147 155 271 103 109 -503 -559 -565 -536 -612 -604 -597 -594 -719 -709 -785 -776 -836 -786 -753 -735 -792 -706 -746 -685 -697 -726 -720 -657 -778 -671 -1179 ,29.0,3.0,0.0,0.0
zhpfufbg,06/11/2022,False,blitz,Pirc Defense,black,2030,2011,timeout,black,,,,,
Vfkcq5tS,06/11/2022,False,blitz,"Queen's Gambit Accepted: Central Variation, Greco Variation",white,2025,2016,resign,white,,,,,
oZYl1Xth,06/11/2022,False,blitz,Queen's Gambit Accepted: Old Variation,white,2020,1968,resign,white,,,,,
ylNxHPAH,06/11/2022,False,blitz,Philidor Defense: Lion Variation,black,2026,1975,resign,white,,,,,
sbqXFHdq,06/11/2022,False,blitz,Benoni Defense: Hromádka System,white,2030,2159,outoftime,black,,,,,
aWTL4YqS,06/11/2022,False,blitz,Queen's Gambit Accepted: Saduleto Variation,white,2024,2057,outoftime,white,,,,,
6uf61X0F,06/11/2022,False,blitz,Queen's Gambit Declined: Ragozin Defense,black,2030,1976,mate,white,,,,,
YeMOpakl,06/11/2022,False,blitz,"French Defense: Tarrasch Variation, Open System, Euwe-Keres Line",black,2026,1960,outoftime,black,,,,,
jrJXC9qf,06/11/2022,False,blitz,Sicilian Defense: Marshall Gambit,black,2031,2089,mate,white,,,,,
rQciAyLl,06/11/2022,False,blitz,Queen's Gambit Declined: Marshall Defense,white,2025,2021,resign,white,,,,,
dxg7Y3Cc,06/11/2022,False,blitz,King's Indian Defense: Four Pawns Attack,black,2019,2010,outoftime,black,,,,,
37igTJ5Y,06/11/2022,False,blitz,Indian Defense: Normal Variation,white,2013,2044,resign,white,,,,,
4akASA5i,06/11/2022,False,blitz,Slav Defense,white,2019,1999,resign,black,,,,,
t6kyKmPn,06/11/2022,False,blitz,French Defense: Knight Variation,black,2025,2015,resign,white,,,,,
ZI5Uq8A9,06/11/2022,False,blitz,Modern Defense,black,2019,2018,resign,black,,,,,
ftFTpx3g,06/11/2022,False,blitz,Modern Defense,black,2024,2093,outoftime,white,,,,,
OML6v1Dm,06/11/2022,False,blitz,French Defense,black,2018,2055,outoftime,black,,,,,
s95eY6zI,06/11/2022,False,blitz,Semi-Slav Defense,white,2011,2061,resign,white,,,,,
8arllPnj,06/11/2022,False,blitz,Queen's Gambit Declined: Marshall Defense,white,2006,1995,mate,white,,,,,
NFE6cPEe,06/11/2022,False,blitz,Modern Defense,black,2011,2010,resign,white,,,,,
isq71YaQ,06/11/2022,False,blitz,Slav Indian,white,2007,1927,resign,white,,,,,
GYDeWudw,06/11/2022,False,blitz,Pirc Defense,black,2002,1956,resign,black,,,,,
cWTpsLwl,06/11/2022,False,blitz,"Grünfeld Defense: Exchange Variation, Classical Variation",white,1996,2019,outoftime,white,0 23 20 30 31 20 40 19 23 21 0 23 0 13 55 53 64 70 60 78 61 95 60 70 75 197 130 138 160 123 94 87 -100 -92 -89 -65 -107 -70 -269 -275 -544 -524 -545 -371 -364 -293 -331 -67 -86 -65 -152 -79 -174 -159 -174 -122 -226 540 529 827 77 58 45 980 1334 946 753 626 549 708 565 609 277 578 15 17 0 0 0 1 0 0 0 0 0 0 0 8 14 10 0 0 -73 -75 -186 -215 -244 -234 -231 -205 -251 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ,59.0,6.0,1.0,5.0
jGpiiOXr,06/11/2022,False,blitz,Dutch Defense: Queen's Knight Variation,white,1990,2026,resign,white,0 62 44 50 38 67 31 44 30 84 -43 -5 -6 9 -96 -66 -67 4 -6 76 -47 32 -39 -40 -51 -41 -47 -44 -59 -53 -57 -27 -127 -26 -53 -12 -12 93 22 44 49 81 50 313 304 524 304 537 375 582 285 847 445 478 355 383 -183 -219 -744 -66 -784 1805 1857 ,119.0,6.0,4.0,4.0
m6bND0dW,06/11/2022,False,blitz,Rat Defense: Harmonist,black,1995,1999,outoftime,white,33 75 0 13 5 75 64 71 -52 -6 -128 -116 -217 -22 -229 -228 -211 -105 -137 -146 -135 -100 -116 -115 -112 -89 -103 -52 -49 -49 -55 -32 -184 -194 -164 -204 -383 -132 -273 -36 -129 -145 -190 -118 -122 86 -209 -20 -44 93 -199 -188 -163 -205 -205 -131 -291 0 0 0 0 0 0 95 0 891 872 875 578 574 582 1169 622 639 646 644 628 652 646 642 692 1087 714 767 725 914 742 716 781 778 653 679 613 627 631 628 -666 661 502 526 497 507 471 579 579 579 598 586 581 731 590 627 407 428 446 446 375 -20 -14 -12 -12 -22 -10 -17 0 -12 -10 -15 -5 -12 -12 -23 -14 -18 -26 -47 0 0 0 -27 ,93.0,6.0,1.0,9.0
JRzMDHGh,06/11/2022,False,blitz,"Queen's Gambit Declined: Modern Variation, Normal Line",white,1995,1999,draw,,0 20 26 30 0 17 0 0 0 17 3 39 25 26 1 28 -10 38 38 34 21 287 60 188 108 224 35 161 153 154 149 134 161 161 176 158 48 179 0 255 296 261 117 835 102 283 303 311 43 62 0 158 50 50 8 119 27 12 0 1 0 24 0 52 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 399 8 603 604 754 757 1265 1329 0 0 0 0 0 0 0 0 0 0 ,79.0,4.0,1.0,7.0
W57xxuWK,06/11/2022,False,blitz,Modern Defense,black,2001,1994,resign,white,33 71 -18 46 -31 49 0 47 14 19 -15 341 -18 45 45 62 40 68 -30 158 174 161 174 173 168 272 168 313 303 315 199 270 232 215 227 240 229 373 224 214 172 215 145 197 139 1126 1080 1565 ,93.0,8.0,1.0,3.0
0dVe3bDI,06/10/2022,False,blitz,"King's Indian Defense: Normal Variation, Rare Defenses",black,2006,2035,outoftime,white,0 68 25 60 50 70 67 65 61 77 86 84 68 155 56 55 31 112 0 4 -34 -31 -22 0 -87 27 19 113 27 216 257 310 161 402 195 256 13 7 12 10 0 -10 -11 -8 -158 -58 -85 -59 -150 -151 -628 ,49.0,5.0,1.0,2.0
0L4KOQ19,06/10/2022,False,blitz,Englund Gambit Complex: Englund Gambit,white,2012,2006,resign,black,0 174 144 184 157 194 51 49 -8 9 0 16 -2 22 -2 29 14 29 13 6 12 31 36 42 38 52 51 62 14 16 7 20 16 13 -1 1 -5 5 -6 0 0 85 43 62 69 106 63 81 102 119 118 168 176 131 50 193 31 48 29 27 -92 -106 -217 -199 -196 -218 -248 -110 -664 -575 -762 -796 -788 -803 -798 -785 -841 -826 -902 -896 -901 -901 -926 -893 -1079 -987 -1267 ,47.0,3.0,4.0,1.0
v7kF9H94,06/09/2022,False,blitz,English Opening: Great Snake Variation,black,2012,2019,draw,,23 44 13 33 -29 52 9 12 -18 82 60 52 40 64 70 157 35 43 12 47 -7 -6 -11 -15 -5 -4 -17 -25 -20 2 -82 -28 -35 -43 -68 -19 -70 -10 -95 -82 -292 -280 -273 -189 -409 -419 -572 -408 -400 -387 -656 -588 -645 -663 -761 -687 -682 -636 -686 -642 -731 -726 -740 -756 -790 -685 -698 -618 -644 -567 -608 -534 -673 -563 -687 -711 -618 -702 -738 -770 -952 -984 -952 -920 -960 -941 -980 -1029 -948 -1012 -972 -916 -992 -1006 -1035 -1044 -1152 -1153 -1214 -1339 -1408 -746 -749 -738 -760 -747 -775 -705 -772 0 0 0 0 0 0 0 0 0 0 0 0 ,46.0,6.0,0.0,1.0
lsLrfhPp,06/09/2022,False,blitz,Englund Gambit Complex: Englund Gambit,white,2018,2013,resign,black,0 174 144 184 157 194 51 49 -8 0 0 0 0 56 67 73 7 0 1 -16 -13 3 -34 589 -71 -69 -199 14 25 27 23 125 126 131 -122 -125 -370 -296 -297 -244 -545 -533 -519 -518 -575 -612 ,80.0,2.0,2.0,4.0
UPmwmukZ,06/09/2022,False,blitz,Modern Defense,black,2012,2019,resign,black,,,,,
ecmXlelI,06/09/2022,False,blitz,Modern Defense,black,2006,2019,resign,black,,,,,
lqxzDlsX,06/09/2022,False,blitz,Queen's Gambit Declined,white,2012,2034,outoftime,black,,,,,
3tLnQgTR,06/09/2022,False,blitz,"King's Indian Defense: Sämisch Variation, Double Fianchetto",black,2018,1981,resign,white,,,,,
zCs5JuHq,06/09/2022,False,blitz,Queen's Gambit Declined: Albin Countergambit,white,2025,1946,outoftime,black,,,,,
FyefLeay,06/09/2022,False,blitz,Queen's Gambit Declined: Ragozin Defense,white,2031,2024,resign,black,,,,,
tOEDJDuO,06/09/2022,False,rapid,Modern Defense: Averbakh System,black,2074,2066,draw,,,,,,
abBQZFmo,06/09/2022,False,rapid,Modern Defense: Two Knights Variation,black,2067,2026,mate,black,,,,,
rOtQAw7q,06/09/2022,False,rapid,King's Indian Defense: Makogonov Variation,white,2074,2115,resign,black,,,,,
RePOvx2a,06/09/2022,False,rapid,Philidor Defense: Lion Variation,black,2067,2015,resign,black,,,,,
lOU3JtK6,06/09/2022,False,blitz,King's Indian Defense: Sämisch Variation,black,2025,2026,resign,black,,,,,
OC90eCqa,06/09/2022,False,blitz,Modern Defense: Mongredien Defense,black,2031,2009,resign,white,,,,,
cqmBxVmJ,06/09/2022,False,blitz,Queen's Gambit Declined: Chigorin Defense,white,2025,2014,resign,white,,,,,
JvsMJClp,06/08/2022,False,blitz,Dutch Defense: Queen's Knight Variation,white,2030,2110,outoftime,black,,,,,
Sb12xKQH,06/08/2022,False,blitz,Pirc Defense,black,2024,2036,resign,black,,,,,
mE57toBK,06/08/2022,False,blitz,Slav Defense: Exchange Variation,white,2028,2130,outoftime,black,,,,,
vJongSci,06/08/2022,False,blitz,King's Indian Defense: Makogonov Variation,black,2021,2092,resign,black,,,,,
vPvChZm1,06/08/2022,False,blitz,Queen's Gambit Accepted: Old Variation,white,2027,2009,resign,black,,,,,
qlyxkvfS,06/07/2022,True,blitz,Pirc Defense,black,2032,2057,outoftime,white,,,,,
f0tO7sA4,06/07/2022,True,blitz,Indian Defense: Budapest Defense,white,2038,2022,resign,black,,,,,
d62yjlSG,06/07/2022,True,blitz,Philidor Defense,black,2036,1835,outoftime,black,,,,,
Weh1ttkZ,06/07/2022,False,rapid,Indian Defense: Budapest Defense,white,2073,2133,resign,black,,,,,
XcchL6GS,06/07/2022,False,blitz,"Grünfeld Defense: Exchange Variation, Spassky Variation",white,2041,2037,resign,black,,,,,
372VunZ4,06/07/2022,False,rapid,Benko Gambit: Zaitsev System,white,2084,1992,resign,black,,,,,
YuABMskN,06/07/2022,False,rapid,Polish Opening: King's Indian Variation,black,2095,1975,mate,white,,,,,
IxIsVeH4,06/07/2022,False,rapid,Modern Defense: Standard Defense,black,2104,2078,resign,white,,,,,
QL9cYIQH,06/07/2022,False,rapid,Modern Defense,black,2111,2197,resign,white,,,,,
tqGYycPQ,06/07/2022,False,rapid,Queen's Gambit Declined,white,2124,1976,resign,black,,,,,
tKq2JiQC,06/07/2022,False,blitz,Mieses Opening,white,2047,2061,outoftime,black,,,,,
wEIUYhYJ,06/07/2022,False,blitz,Modern Defense: Mongredien Defense,black,2052,2046,outoftime,white,,,,,
iZ3z5Kle,06/06/2022,False,blitz,Philidor Defense: Lion Variation,black,2047,2048,outoftime,black,,,,,
8jtfawJb,06/06/2022,False,blitz,Queen's Gambit Declined: Marshall Defense,white,2041,2057,resign,white,,,,,
TDLKkArX,06/06/2022,False,blitz,"Pirc Defense: Classical Variation, Schlechter Variation",black,2045,2150,mate,white,,,,,
3wFJCoO1,06/06/2022,False,blitz,"Queen's Gambit Declined: Modern Variation, Normal Line",white,2045,2063,stalemate,,,,,,
WFKrptbz,06/06/2022,False,blitz,Modern Defense,black,2039,2016,resign,black,,,,,
Jg9pHB8L,06/06/2022,False,blitz,Slav Defense: Exchange Variation,white,2032,2151,resign,white,,,,,
ikSGvXze,06/06/2022,False,blitz,Queen's Gambit Declined: Queen's Knight Variation,white,2026,2025,outoftime,white,,,,,
qPqfLQNv,06/06/2022,False,blitz,Modern Defense: Geller's System,black,2032,2020,outoftime,white,,,,,
1tb5Os6P,06/06/2022,False,blitz,King's Indian Defense: Makogonov Variation,white,2026,2012,mate,white,,,,,
MDyZqZew,06/06/2022,False,blitz,King's Indian Defense: Zinnowitz Variation,black,2032,2031,resign,white,,,,,
ac7M46uE,06/06/2022,False,blitz,Pirc Defense,black,2027,1969,resign,black,,,,,
RSMQqV4g,06/06/2022,False,blitz,Lion Defense: Lion's Jaw,black,2032,2100,resign,white,,,,,
UAEx2LZC,06/05/2022,False,blitz,Benoni Defense: King's Pawn Line,white,2038,2042,outoftime,black,,,,,
9RNHKWgE,06/05/2022,False,blitz,Modern Defense,black,2044,2036,outoftime,white,,,,,
X7xZO2ci,06/05/2022,False,blitz,"Queen's Gambit Declined: Modern Variation, Normal Line",white,2038,2041,outoftime,white,,,,,
cYmUT02F,06/05/2022,False,blitz,King's Indian Defense: Makogonov Variation,white,2044,1999,outoftime,black,,,,,
DAt1xURx,06/04/2022,False,blitz,Mikenas Defense: Lithuanian Variation,white,2050,2041,resign,black,,,,,
Bc0MLg36,06/04/2022,False,blitz,King's Indian Defense: Larsen Variation,black,2050,2052,draw,,,,,,
LOd3XzsM,06/04/2022,False,blitz,Slav Defense: Exchange Variation,white,2056,2049,outoftime,black,,,,,
9XebmQVG,06/04/2022,False,blitz,Zukertort Opening: Kingside Fianchetto,black,2062,2049,resign,white,,,,,
UVQqLFAL,06/04/2022,False,blitz,Pirc Defense: Classical Variation,black,2070,1929,outoftime,white,,,,,
FkXRgLHG,06/04/2022,False,blitz,"Queen's Gambit Declined: Tarrasch Defense, Pseudo-Tarrasch",white,2076,2017,resign,black,,,,,
AlEwGPI7,06/04/2022,False,blitz,Benoni Defense: Old Benoni,white,2071,2060,outoftime,white,,,,,
n170pGC6,06/04/2022,False,blitz,Queen's Gambit Declined: Modern Variation,white,2066,2000,resign,white,21 35 36 30 39 41 -9 42 25 39 30 54 10 143 21 79 93 131 118 158 128 112 54 155 122 258 121 180 58 72 21 591 566 1592 1613 ,40.0,1.0,3.0,0.0
VyEYnLTx,06/04/2022,False,blitz,Modern Defense,black,2074,1957,outoftime,white,,,,,
WFaGg42V,06/03/2022,False,blitz,Modern Defense,black,2068,2087,outoftime,black,,,,,
6N5A70ex,06/03/2022,False,blitz,Queen's Pawn Game: Anglo-Slav Opening,white,2074,2055,resign,black,,,,,
QO9gX384,06/03/2022,False,bullet,Saragossa Opening,white,1894,1907,outoftime,black,,,,,
fGXs1uRy,06/03/2022,False,bullet,Modern Defense,black,1899,1936,resign,white,,,,,
gjbNyfke,06/03/2022,False,bullet,Modern Defense: Standard Defense,black,1906,1861,outoftime,white,,,,,
8QUfliWx,06/03/2022,False,bullet,"Queen's Gambit Declined: Albin Countergambit, Fianchetto Variation",white,1899,1922,outoftime,white,,,,,
4quCRTx5,06/03/2022,False,bullet,Modern Defense,black,1904,1966,mate,white,,,,,
smjiOolm,06/03/2022,False,bullet,Queen's Pawn Game,white,1898,1880,outoftime,white,,,,,
47dHlxmU,06/03/2022,False,bullet,King's Indian Attack: Symmetrical Defense,black,1905,1908,outoftime,white,,,,,
5asWIAcJ,06/03/2022,False,bullet,Semi-Slav Defense,white,1910,1946,mate,black,21 35 36 30 16 32 33 36 12 28 26 37 0 12 -71 -28 -164 23 -280 -270 -262 -249 -277 -280 -277 -247 -293 -300 -460 -459 -572 753 738 735 738 758 737 715 695 707 684 750 749 752 755 745 737 797 638 810 738 782 -423 -392 -420 -421 -425 -417 -410 -445 -415 -398 -712 -425 -1183 -1135 -1180 -1195 -1190 -1171 -1201 -1197 -1320 -1371 -1468 -1448 ,74.0,3.0,2.0,3.0
iR7cUkan,06/03/2022,False,bullet,English Defense,white,1904,1876,resign,white,,,,,
gLSXDkKx,06/03/2022,False,bullet,Nimzo-Larsen Attack,black,1910,1952,outoftime,white,,,,,
exNpqVGV,06/03/2022,False,blitz,Old Indian Defense,white,2068,2066,outoftime,white,,,,,
1MmpEu5S,06/03/2022,False,blitz,Modern Defense,black,2068,2072,outoftime,,,,,,
bp8ZDTwf,06/03/2022,False,blitz,Pirc Defense,black,2062,2072,resign,black,,,,,
fAnXGgV5,06/03/2022,False,blitz,"Indian Defense: Colle System, King's Indian Variation",black,2057,2012,resign,black,,,,,
8YxDITF9,06/02/2022,False,blitz,King's Indian Defense: Makogonov Variation,white,2051,2049,outoftime,white,,,,,
kuBM7DrK,06/02/2022,False,blitz,Queen's Indian Accelerated,white,2046,2055,resign,white,,,,,
BrSXzMTS,06/02/2022,False,blitz,Modern Defense,black,2050,2158,mate,white,,,,,
4Fd0ijyJ,06/02/2022,False,blitz,Philidor Defense: Lion Variation,black,2044,2018,resign,black,,,,,
0EbJt9qQ,06/02/2022,False,blitz,Benoni Defense: Czech Benoni Defense,white,2049,2109,resign,black,,,,,
uXTP40WM,06/02/2022,False,blitz,Modern Defense: Standard Defense,black,2042,2112,resign,black,,,,,
ykVk9noL,06/02/2022,False,blitz,Benoni Defense: Hromádka System,white,2048,2067,resign,black,,,,,
Z7xVgxr1,06/02/2022,False,blitz,Philidor Defense: Lion Variation,black,2043,2006,outoftime,black,,,,,
9bMoeW3F,06/02/2022,False,blitz,"Queen's Gambit Declined: Orthodox Defense, Main Line",white,2049,2000,resign,black,,,,,
ZomGcCp8,06/02/2022,False,blitz,Modern Defense,black,2043,2070,outoftime,black,,,,,
pgJejJid,06/02/2022,False,blitz,"Indian Defense: Budapest Defense, Adler Variation",white,2049,2044,outoftime,black,,,,,
84xomrPE,06/02/2022,False,blitz,Scandinavian Defense,black,2054,2049,outoftime,white,,,,,
